1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
A,B,C,A,A,C,B,C,C,D,B,A,C,A,D,C,B,B,B,C,B,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,B,A,C,0
A,B,C,A,C,A,B,B,A,A,C,A,C,A,A,C,A,C,C,C,C,C,C,C,B,C,C,B,A,A,C,C,C,C,C,C,C,C,C,1
A,B,C,A,C,C,B,B,C,C,C,D,C,A,C,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,D,C,C,C,C,0
A,B,C,A,C,C,B,C,C,C,C,A,C,A,A,C,A,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,C,C,0
A,B,C,A,C,C,B,C,C,C,C,A,C,A,C,C,B,C,B,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,C,C,0
A,B,C,A,C,C,B,C,C,C,C,D,C,A,A,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,D,C,1
A,B,C,A,C,C,B,C,C,C,C,D,C,A,A,C,B,C,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,D,C,1
A,B,C,A,C,C,B,C,C,D,C,A,C,A,A,C,D,D,C,C,C,C,C,C,B,C,C,B,D,C,C,C,C,C,D,C,C,C,C,0
A,B,C,C,C,C,B,B,C,D,C,D,C,A,D,C,B,C,D,C,C,C,C,C,B,C,C,D,C,C,C,B,C,C,C,C,C,C,C,1
B,A,B,A,C,C,A,C,C,C,B,D,C,A,A,C,A,B,D,B,C,C,B,C,B,C,C,B,C,C,C,A,C,B,B,C,B,D,C,0
B,A,B,A,C,C,A,C,C,C,B,D,C,A,A,C,A,B,D,C,C,C,B,C,B,C,C,B,C,C,C,A,C,B,B,C,B,D,C,0
B,B,A,A,A,C,B,C,C,C,B,A,C,A,A,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,0
B,B,A,A,C,C,B,C,C,D,B,A,C,A,D,C,B,A,A,C,C,C,C,C,B,C,C,D,C,C,C,C,C,C,C,B,B,C,C,0
B,B,B,A,A,C,B,C,C,C,C,A,C,A,D,C,B,C,C,C,B,C,B,C,C,C,C,C,C,C,C,C,B,B,B,B,B,A,C,0
B,B,B,A,A,C,B,C,C,C,C,D,C,A,A,C,B,B,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,B,A,C,0
B,B,C,A,A,C,B,A,C,C,C,D,C,A,A,C,B,C,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,A,C,0
B,B,C,A,A,C,B,C,C,C,C,D,C,A,A,C,B,C,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,0
B,B,C,A,A,C,B,C,C,C,C,D,C,A,A,C,D,C,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,0
B,B,C,A,A,C,B,C,C,D,C,A,C,A,A,C,D,C,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,0
B,B,C,A,A,C,B,C,C,D,C,A,C,B,D,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,0
B,B,C,A,C,A,B,A,A,A,C,A,C,A,A,C,A,C,B,C,C,C,C,C,B,C,C,B,A,A,C,A,C,C,C,C,C,C,C,0
B,B,C,A,C,C,B,C,C,C,C,D,C,A,A,C,A,C,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,C,C,0
B,B,C,A,C,C,B,C,C,C,C,D,C,A,A,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,B,C,C,C,C,C,C,C,0
B,B,C,C,C,C,B,B,C,C,A,A,C,A,A,C,A,C,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,D,C,0
B,B,C,C,C,C,B,C,C,C,C,A,C,A,A,C,A,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,C,C,0
C,A,C,A,C,C,A,A,C,C,B,D,C,A,A,C,B,A,B,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,B,C,C,C,0
C,A,C,C,A,C,A,A,C,C,B,D,C,A,A,C,B,B,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,C,C,1
C,B,B,A,A,C,B,C,C,C,C,D,C,A,A,C,B,B,C,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,A,C,0
C,B,B,A,A,C,B,C,C,C,C,D,C,B,D,C,B,C,D,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,B,C,A,C,0
C,B,B,A,A,C,B,C,C,D,C,D,C,C,D,C,B,C,D,C,C,C,C,C,B,C,C,D,D,C,C,C,C,C,C,C,C,A,C,1
C,B,B,A,C,C,B,C,C,D,C,A,C,A,C,C,A,C,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,C,C,0
C,B,B,A,C,C,B,C,C,D,C,A,C,C,D,C,A,C,C,C,C,C,C,C,B,C,C,D,C,C,C,C,C,C,C,C,C,C,C,0
C,B,C,A,A,C,B,A,C,C,C,D,C,A,A,C,B,C,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,B,C,A,C,0
C,B,C,A,A,C,B,B,C,D,C,D,C,C,C,C,A,C,C,D,C,C,C,D,B,C,D,B,D,C,D,C,D,D,D,C,C,A,C,0
C,B,C,A,A,C,B,C,C,C,C,A,C,A,A,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,0
C,B,C,A,A,C,B,C,C,C,C,A,C,C,D,C,B,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,A,C,0
C,B,C,A,A,C,B,C,C,D,C,A,C,A,A,C,B,C,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,0
C,B,C,A,C,C,B,A,C,C,C,A,C,A,A,C,D,C,C,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,D,C,D,C,0
C,B,C,A,C,C,B,B,C,C,B,A,C,A,A,C,A,C,C,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,C,C,1
C,B,C,A,C,C,B,B,C,C,C,D,C,A,A,C,A,C,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,C,C,0
C,B,C,A,C,C,B,C,C,C,C,A,C,A,A,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,C,C,0
C,B,C,A,C,C,B,C,C,C,C,D,C,A,A,C,A,C,D,C,B,C,C,C,C,C,C,B,C,C,C,B,C,C,C,C,C,C,C,1
C,B,C,A,C,C,B,C,C,C,C,D,C,A,A,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,D,C,0
C,B,C,A,C,C,B,C,C,C,C,D,C,B,D,C,A,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,C,C,0
C,B,C,A,C,C,B,C,C,D,C,D,C,A,C,C,B,C,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,D,C,0
C,B,C,A,C,C,B,C,C,D,C,D,C,B,D,C,B,C,B,C,C,C,C,C,B,C,C,C,C,C,C,A,C,C,C,C,C,C,C,0
C,B,C,A,C,C,B,C,C,D,C,D,C,C,D,C,B,C,D,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0
C,B,C,A,C,D,B,C,C,D,C,A,C,A,A,C,B,D,D,C,C,C,C,C,B,C,C,B,D,D,D,C,C,C,C,C,C,C,C,0
C,B,C,A,D,C,B,C,C,D,C,A,C,A,A,C,B,C,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,D,C,0
C,B,C,A,D,C,B,C,C,D,C,D,C,C,D,C,B,C,C,C,C,C,C,C,B,C,C,C,C,C,C,A,C,C,C,C,C,D,C,0
C,B,C,C,A,C,B,B,C,C,C,A,C,A,A,C,A,C,C,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,C,C,1
C,B,C,C,C,C,B,C,C,C,C,D,C,A,A,C,B,C,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,C,C,1
C,B,D,A,A,C,B,A,C,C,C,D,D,C,D,C,A,D,C,D,C,C,D,D,B,C,D,B,C,C,D,A,D,D,D,C,C,A,C,0
C,B,D,A,C,C,B,A,C,C,C,A,C,A,A,C,A,C,C,C,C,C,C,D,B,C,D,B,D,C,D,A,D,D,C,C,C,C,C,0
C,B,D,A,C,C,B,A,C,C,C,A,C,C,C,C,A,C,C,D,C,C,C,C,B,C,C,B,C,C,D,A,C,C,D,D,C,C,C,0
C,C,C,A,A,C,C,C,C,D,C,A,C,C,C,C,D,D,C,C,C,C,C,C,B,C,C,B,D,C,C,C,C,C,C,C,C,A,C,0
C,C,C,A,A,D,C,C,C,D,D,D,D,C,D,C,B,D,D,C,D,C,C,D,B,C,D,B,D,D,D,C,D,D,C,C,C,A,C,0
C,D,D,C,D,D,D,C,D,D,D,A,D,C,C,C,D,D,C,D,D,D,D,D,B,D,D,B,D,D,D,C,D,D,D,D,C,D,C,0
D,A,A,A,C,A,B,C,A,A,B,A,C,A,A,C,A,B,C,C,C,C,C,C,B,C,C,B,A,A,C,A,C,C,C,B,C,D,C,0
D,A,C,A,C,A,A,A,A,A,A,D,C,A,A,C,A,A,D,D,B,C,C,C,B,C,C,D,A,A,C,A,C,C,C,A,C,D,C,0
D,A,C,A,C,A,A,A,A,A,A,D,C,A,A,C,A,A,D,D,B,C,C,C,C,C,C,D,A,A,C,A,C,C,C,B,C,D,C,0
D,A,C,A,C,A,B,A,A,A,C,D,C,A,A,C,A,C,D,D,C,C,C,C,B,C,C,B,A,A,C,A,D,C,D,C,C,C,C,1
D,A,C,A,C,C,A,A,C,C,B,D,C,A,A,C,A,A,B,D,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,B,C,D,C,0
D,B,C,A,A,A,B,A,A,A,C,D,C,A,A,C,A,C,C,D,C,C,C,D,B,C,D,B,A,A,C,A,D,D,D,C,C,A,C,0
D,B,C,A,A,C,B,A,C,C,C,A,C,A,A,C,A,C,C,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,A,C,1
D,B,C,A,A,C,B,A,C,C,C,A,C,B,C,C,B,C,B,D,C,C,C,C,B,C,C,B,C,C,C,A,D,C,D,C,C,A,C,0
D,B,C,A,A,C,B,A,C,C,C,A,C,B,C,C,B,C,B,D,C,C,C,D,B,C,D,B,C,C,C,A,D,C,D,C,C,A,C,0
D,B,C,A,A,C,B,A,C,C,C,D,C,A,A,C,B,C,D,D,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,A,C,1
D,B,C,A,C,C,B,A,C,C,C,A,C,A,A,C,A,C,C,C,C,C,C,C,B,C,C,B,C,C,C,A,D,C,C,C,C,C,C,0
D,B,C,A,C,C,B,A,C,C,C,A,C,A,A,C,A,C,C,D,C,C,C,C,B,C,C,B,C,C,C,A,D,C,D,C,C,C,C,0
D,B,C,A,C,C,B,A,C,C,C,A,C,A,A,D,B,C,C,D,C,C,D,D,B,C,D,B,C,C,C,A,D,D,D,C,D,C,D,1
D,B,C,A,C,C,B,A,C,C,C,D,C,A,A,C,A,C,D,D,C,C,C,C,B,C,C,B,C,C,C,A,D,C,D,C,C,C,C,0
D,B,C,A,C,C,B,A,C,C,C,D,C,A,A,C,A,C,D,D,C,C,C,D,B,C,D,B,C,C,D,A,D,D,D,C,C,C,C,0
D,B,C,A,C,C,B,A,C,C,C,D,C,B,D,C,A,C,D,D,C,C,C,C,B,C,C,D,C,C,C,A,C,C,C,C,C,C,C,0
D,B,C,A,C,C,B,A,C,D,C,D,C,C,C,C,A,C,B,D,C,C,C,C,B,C,C,B,C,C,C,A,C,C,D,C,C,C,C,0
D,B,C,A,C,C,B,C,C,C,C,A,C,A,A,C,B,C,C,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,D,C,0
D,B,C,A,C,C,B,C,C,C,C,A,C,A,A,C,B,C,C,C,C,C,C,D,B,C,D,B,C,C,C,A,D,C,D,C,C,D,C,0
D,B,C,A,C,C,B,C,C,D,C,D,C,C,D,C,A,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0
D,B,C,A,C,C,C,A,C,C,C,A,C,A,A,C,A,D,C,D,C,C,D,D,B,C,D,B,C,C,D,A,D,D,D,C,C,C,C,0
D,B,C,C,C,C,B,A,C,D,C,A,C,B,C,C,B,C,C,C,D,D,D,D,B,D,D,B,D,C,D,A,D,D,D,D,C,C,C,0
D,B,D,A,A,C,B,A,C,C,C,D,C,A,A,C,A,C,D,D,C,C,D,D,B,C,D,B,C,C,D,A,D,D,D,C,C,A,C,1
D,B,D,A,C,C,B,A,C,C,C,A,D,C,D,D,B,C,C,D,C,C,D,D,B,C,D,B,C,C,D,A,D,D,D,C,D,C,D,0
D,B,D,A,C,C,B,A,C,C,C,D,C,A,A,C,A,C,C,D,C,C,C,C,B,C,C,B,C,C,C,A,C,C,D,C,C,C,C,0
D,B,D,A,C,C,B,A,C,C,C,D,C,A,A,C,B,C,D,D,C,C,C,D,B,C,D,B,C,C,D,A,D,D,D,C,C,C,C,0
D,B,D,A,C,C,B,A,C,C,C,D,C,A,A,C,B,C,D,D,C,C,D,D,B,C,D,B,C,C,D,A,D,D,D,C,C,D,C,0
D,B,D,A,C,C,B,A,C,C,C,D,C,A,C,C,A,C,C,D,C,C,C,D,B,C,D,B,C,C,C,A,D,C,D,C,C,C,C,0
D,B,D,A,C,C,B,A,C,C,C,D,C,C,D,C,A,C,C,D,C,C,D,D,B,C,D,C,C,C,D,A,D,D,D,C,C,C,C,0
D,B,D,A,C,C,B,A,C,D,C,A,C,B,C,C,A,C,C,D,C,C,D,D,B,C,D,B,C,C,D,A,D,D,D,C,C,C,C,0
D,B,D,A,D,C,B,A,C,C,C,D,C,A,A,C,A,C,D,D,C,C,C,D,B,C,D,B,C,C,D,A,D,D,D,C,D,D,C,0
D,B,D,C,A,C,B,A,C,C,C,D,C,A,C,C,A,C,C,D,C,C,C,D,B,C,D,B,C,C,C,A,D,C,D,C,C,C,C,1
D,B,D,C,A,C,B,B,C,C,C,A,C,A,A,C,A,C,C,D,C,C,C,C,B,C,C,B,C,C,C,B,C,C,C,C,C,C,C,0
D,B,D,C,C,C,B,A,C,C,C,A,C,C,C,C,B,C,C,D,C,C,C,D,B,C,D,B,C,C,D,A,D,D,D,C,C,C,C,1
D,B,D,C,C,C,B,B,C,C,C,A,C,C,C,C,B,C,C,D,C,C,C,C,B,C,C,B,C,C,C,A,C,C,D,C,C,D,C,1
D,C,C,A,C,C,C,B,C,C,D,B,D,A,A,D,A,D,C,D,C,C,D,D,B,C,D,A,C,C,D,A,D,D,D,C,D,C,D,1
D,C,C,A,D,C,C,C,C,D,D,A,C,A,A,C,B,D,C,C,C,C,C,D,B,C,D,B,D,C,D,C,D,D,D,D,C,D,C,0
D,C,C,C,C,D,C,B,D,D,D,A,D,C,C,D,B,D,C,D,D,D,D,D,B,D,D,B,D,D,D,A,D,D,D,D,D,C,D,1
D,C,C,C,C,D,C,C,D,D,D,A,C,C,C,C,A,D,C,C,C,C,C,C,B,C,C,B,D,D,D,C,C,C,C,C,C,C,C,1
D,C,D,A,A,C,C,A,C,C,D,B,D,C,C,D,A,D,D,D,C,D,D,D,B,D,D,B,C,C,D,A,D,D,D,C,D,A,D,1
D,C,D,A,C,C,C,C,C,D,C,A,C,C,C,C,B,C,C,D,C,C,C,D,B,C,D,B,D,C,D,C,D,D,D,D,C,C,C,1
D,C,D,A,C,D,C,A,D,C,C,A,D,A,A,D,A,D,C,D,D,D,D,D,B,D,D,A,D,D,D,A,D,D,D,D,D,C,D,1
D,C,D,A,C,D,C,C,C,D,D,A,D,C,C,C,D,D,C,D,D,D,D,D,B,D,D,B,D,D,D,B,D,D,D,D,C,C,C,1
D,C,D,C,C,C,C,A,C,C,C,A,D,A,A,D,A,D,C,D,D,D,D,D,B,D,D,A,C,C,D,A,D,D,D,D,D,C,D,1
D,C,D,C,C,C,C,A,C,D,D,A,D,A,C,D,B,D,C,D,D,D,D,D,B,D,D,B,D,C,D,A,D,D,D,D,D,C,D,1
D,C,D,C,D,C,C,A,C,C,C,A,D,C,C,D,A,D,C,D,C,D,D,D,B,D,D,B,D,C,D,A,D,D,D,C,D,D,D,0
D,C,D,D,C,D,C,C,C,D,D,D,D,C,C,C,B,D,C,D,C,C,C,D,B,C,D,B,D,D,D,B,D,D,D,C,D,C,C,1
D,D,C,A,C,D,C,C,D,D,D,A,D,C,D,C,D,D,B,D,D,D,D,D,B,D,D,C,D,D,D,C,D,D,D,C,D,C,C,0
D,D,D,A,C,D,D,C,D,D,D,A,D,C,C,D,B,D,C,D,D,D,D,D,B,D,D,B,D,D,D,A,D,D,D,D,D,C,D,1
D,D,D,A,C,D,D,C,D,D,D,A,D,C,C,D,D,D,C,D,D,D,D,D,B,D,D,B,D,D,D,C,D,D,D,D,D,C,D,0
D,D,D,C,C,C,D,A,C,C,D,A,D,B,C,D,A,D,C,D,D,D,D,D,B,D,D,B,D,C,D,A,D,D,D,D,D,C,D,0
D,D,D,C,C,D,D,A,D,D,D,A,D,C,C,D,A,D,C,D,D,D,D,D,B,D,D,B,D,D,D,A,D,D,D,D,D,C,D,1
D,D,D,C,C,D,D,C,C,D,D,A,D,C,C,D,A,D,C,D,D,D,D,D,B,D,D,B,D,D,D,B,D,D,D,D,D,C,D,0
D,D,D,C,C,D,D,C,D,D,D,A,D,C,C,D,A,D,C,D,C,D,D,D,B,D,D,B,D,D,D,C,D,D,D,D,D,C,D,0
D,D,D,C,D,D,C,C,D,D,D,A,D,C,C,D,D,D,C,D,D,D,D,D,B,D,D,B,D,D,D,A,D,D,D,D,D,D,D,0
D,D,D,C,D,D,D,A,D,D,D,C,D,D,C,D,A,D,C,D,D,D,D,D,B,D,D,B,D,D,D,A,D,D,D,D,D,C,D,0
D,D,D,D,C,D,D,B,D,D,D,A,D,C,D,D,A,D,C,D,D,D,D,D,B,D,D,B,D,D,D,B,D,D,D,D,D,D,D,1
